"Sepal.Length" "Sepal.Width" "Petal.Length" "Petal.Width" "Species"
"borealis.4" 6.62826314641682 3.2980819205721 4.18736804342002 1.69900887500095 "borealis"
"borealis.5" 6.03487230583836 2.76588465507847 4.49560665311448 1.4245749722116 "borealis"
"borealis.6" 5.58665787228127 2.90761286310396 3.66785098730478 1.32529496433246 "borealis"
"borealis.7" 4.9100673847171 2.74569417181184 4.13095504126933 0.835140603118315 "borealis"
"borealis.8" 5.57052542374894 2.9775762818327 4.04274694929336 1.05960253819175 "borealis"
"borealis.9" 7.09770548760165 2.84541986070177 4.36113938788698 1.25661671496793 "borealis"
"borealis.10" 5.61760567963992 2.85166759898287 4.44469919813055 1.48093873068646 "borealis"
"borealis.11" 5.46132940728867 3.15415399121921 4.19610161015343 1.25584428422279 "borealis"
"borealis.12" 6.30673592762946 2.42916378873645 3.86394227837306 1.44425876901731 "borealis"
"borealis.13" 6.18656105628573 3.26977102977859 3.77942879222049 1.0945912995701 "borealis"
"borealis.14" 6.36276615553797 2.89050597857389 4.40396788154044 1.26636912509754 "borealis"
"borealis.15" 5.77816900958421 2.83241580817054 4.96135178432872 1.37320487694946 "borealis"
"borealis.16" 6.57342988601912 2.57661675107169 3.85312797770285 1.24782356218513 "borealis"
"borealis.17" 5.27020645353178 2.71343303517432 4.06109676784621 1.35054404707961 "borealis"
"borealis.18" 5.90824834487129 2.89898783161249 4.43092946774447 1.18009355826423 "borealis"
"borealis.19" 5.5361973818887 2.05765091870588 3.97331553854508 1.40743054826111 "borealis"
"borealis.20" 6.32252676376486 2.56236776307722 4.32284098178886 1.30836829555626 "borealis"
"borealis.21" 6.0098163130749 2.97227150400091 4.23539746837366 1.31576545216757 "borealis"
"borealis.22" 6.56607922282066 2.66835132009507 3.85875394214201 0.902084343986731 "borealis"
"borealis.23" 7.10479263025147 2.49367537824968 4.68977370792402 1.179458255879 "borealis"
"borealis.24" 6.0158625598665 2.55057213414392 4.69745827711881 1.0019607789543 "borealis"
"borealis.25" 5.63245094033485 2.85137541622057 4.78937983604367 0.976711445851284 "borealis"
"borealis.26" 5.46841686931122 2.20569157249313 4.91543006644488 1.21856662251879 "borealis"
"borealis.27" 5.78665239244276 3.07072930247024 3.99826054114036 1.29102186102175 "borealis"
"borealis.28" 5.89648089431692 2.02133112920917 4.01990834391166 1.38769097517216 "borealis"
"borealis.29" 7.06692174694985 2.59625819198802 4.39502412647212 1.56338012505433 "borealis"
"borealis.30" 5.29490485538072 2.49828180369578 4.58569016417485 1.42266948468238 "borealis"
"borealis.31" 5.31528397197861 2.33901048244115 4.08444653513532 1.54615358446191 "borealis"
"borealis.32" 5.70436130204431 2.3979299323068 4.04117219011257 1.21151280311694 "borealis"
"borealis.33" 6.26960936646637 2.85632123970398 3.94041416451587 1.25903615881274 "borealis"
"borealis.34" 6.40221767555924 2.7286566208022 5.02615323283215 1.56205456066812 "borealis"
"borealis.35" 5.42048533531658 2.66615224318754 2.96352360827499 1.32626259624492 "borealis"
"borealis.36" 6.00813102947695 1.96892304009157 4.17337856661873 0.960499814851154 "borealis"
"borealis.37" 5.91164587063739 2.31287341922905 4.27975231543931 1.14185051505958 "borealis"
"borealis.38" 6.6146242042996 2.7246756530877 3.71228559756089 1.54517943320154 "borealis"
"borealis.39" 6.55443056669715 2.46692144522891 4.45922744477763 1.19314757756722 "borealis"
"borealis.40" 5.75869068732262 2.49497277010323 3.24320829460252 1.39853341797731 "borealis"
"borealis.41" 5.96211472082524 3.13227852766167 4.75362538583471 1.32909383380651 "borealis"
"borealis.42" 6.3066082380814 2.83060926230648 3.40020546226713 1.21802834819656 "borealis"
"borealis.43" 4.9971662900167 2.4096876386484 3.12140176988237 1.24969415587176 "borealis"
"borealis.44" 5.75983178783231 2.60821637394998 3.86531227408069 1.41121016696697 "borealis"
"borealis.45" 6.26240607554662 2.67165754168113 4.34377969192425 1.37158925259422 "borealis"
"borealis.46" 5.63891492456221 2.53517696399861 3.92320358055502 1.59457526199531 "borealis"
"borealis.47" 5.90197914860811 2.43722975271789 3.97090339164064 1.28253361232107 "borealis"
"borealis.48" 5.92407216797202 2.75211836251653 4.43223434299568 1.12517644903622 "borealis"
"borealis.49" 5.52511819931889 3.02584422631046 3.71265191650138 1.36208856125424 "borealis"
"borealis.50" 5.37134602245071 2.8483043562119 4.2156241916617 1.47942997802423 "borealis"
"tropicalis.1" 8.18416184164071 2.52938371179686 5.67816109302007 1.44625576805037 "tropicalis"
"tropicalis.2" 6.26366877764127 2.93450542916652 5.43948770162704 2.32258598477897 "tropicalis"
"tropicalis.3" 6.35972626577444 2.47280962283338 5.57108712988187 2.06405564638637 "tropicalis"
"tropicalis.4" 7.20527536606483 2.27055445444019 5.80172524528057 1.68860503695229 "tropicalis"
"tropicalis.5" 7.48421807108881 3.25197757318523 5.08079105079332 2.37759746101482 "tropicalis"
"tropicalis.6" 6.12727341381726 3.29358006685223 6.2438802591518 2.21469855464628 "tropicalis"
"tropicalis.7" 7.05284546965148 2.60862420681485 6.88804671183838 2.25028486632019 "tropicalis"
"tropicalis.8" 6.19269065681824 2.87748869004653 6.44878796386886 1.95779131135084 "tropicalis"
"tropicalis.9" 5.91498752014696 2.57172730533375 5.27613011843741 1.89824399785047 "tropicalis"
"tropicalis.10" 7.02402072443987 3.08625127856819 4.44535400397035 1.99637674150944 "tropicalis"
"tropicalis.11" 6.66249173607904 2.9634717324702 5.58490272154907 2.14826314237642 "tropicalis"
"tropicalis.12" 6.86032431648648 2.66556212029569 6.08639993330508 2.26766625034042 "tropicalis"
"tropicalis.13" 6.18195663987107 2.69934918936712 6.02437625517644 2.50620256951528 "tropicalis"
"tropicalis.14" 7.84352883780641 2.59723062421833 4.80544020582937 1.87220216369879 "tropicalis"
"tropicalis.15" 7.05334737546397 3.12880215579638 4.87622516557789 1.71918259395931 "tropicalis"
"tropicalis.16" 6.32611765164097 3.17656327716557 5.63319425001873 2.05647092193348 "tropicalis"
"tropicalis.17" 7.07955007486747 3.10755307658607 5.93208407092442 2.93902319089279 "tropicalis"
"tropicalis.18" 5.73848659629811 2.6749879968563 6.08194299045486 1.8965086977311 "tropicalis"
"tropicalis.19" 6.49164825583223 2.34036292965686 6.04761864303494 2.37212755122712 "tropicalis"
"tropicalis.20" 7.56960331481458 3.16232617832049 4.96435740649606 1.95255636953351 "tropicalis"
"tropicalis.21" 6.45591302887709 2.91118899317764 4.75513825517965 1.88142488043596 "tropicalis"
"tropicalis.22" 7.2248584721673 2.96002570952092 4.33023111058795 1.8113722876465 "tropicalis"
"tropicalis.23" 6.43277276165865 3.34014358581412 5.85853664529762 1.96217981636885 "tropicalis"
"tropicalis.24" 4.98060509796331 2.65702856197661 6.05473341862276 2.52200781589629 "tropicalis"
"tropicalis.25" 5.97231988498342 3.37983520620653 5.7558896350674 2.11719244045614 "tropicalis"
"tropicalis.26" 6.74379638728638 2.82742184505954 4.90902231981813 2.17322946788489 "tropicalis"
"tropicalis.27" 7.59981668442662 2.72099925760782 6.50373601446069 2.27939471526158 "tropicalis"
"tropicalis.28" 6.17293446791691 2.90101231633204 5.32728984553551 2.65190431395683 "tropicalis"
"tropicalis.29" 6.78103836366124 3.1123580565101 6.63202601860144 2.26032613394299 "tropicalis"
"tropicalis.30" 5.91314021288465 2.90049101613108 5.8867474259607 1.59484816626323 "tropicalis"
"tropicalis.31" 5.87702184054735 2.65454839359544 6.27461874433658 1.71376065963441 "tropicalis"
"tropicalis.32" 6.04429222983253 2.8740948285484 5.75270337657324 1.54580167108202 "tropicalis"
"tropicalis.33" 7.54561449359788 2.07225934195818 5.5127506560737 1.16541111828152 "tropicalis"
"tropicalis.34" 7.24571639727683 2.79360736133709 4.93729810115601 2.41595015958841 "tropicalis"
"tropicalis.35" 7.00324951465402 3.13575232950429 5.21293487907836 1.8768385815051 "tropicalis"
"tropicalis.36" 7.36822986227125 2.9139557209091 5.52340157853832 2.14532659046749 "tropicalis"
"tropicalis.37" 6.29112848627176 3.2181817140293 5.72324270009584 2.38298455001798 "tropicalis"
"tropicalis.38" 7.11929942106146 3.14640047128449 5.53183314221237 1.87136763415249 "tropicalis"
"tropicalis.39" 6.73462887794651 3.20304079566146 5.44395602356683 1.98522424056435 "tropicalis"
"tropicalis.40" 5.85418794368881 3.20672951818696 5.66339115188464 2.13181766711283 "tropicalis"
"tropicalis.41" 6.00669894132071 2.35724490419169 5.23366203624954 2.09424151492332 "tropicalis"
"tropicalis.42" 6.62301040179003 2.975475631104 5.22664085670243 1.79206770098234 "tropicalis"
"tropicalis.43" 6.73183155585636 3.55226035894631 4.66826472637321 2.2467904027433 "tropicalis"
"tropicalis.44" 6.3632202133912 2.80354964254521 6.06575800908594 2.19084471100805 "tropicalis"
"tropicalis.45" 5.89098670851943 3.13462999198069 5.58049189745049 1.93885512330949 "tropicalis"
"tropicalis.46" 5.12548893163106 3.02486839579367 5.50123305205673 1.65670031630571 "tropicalis"
"tropicalis.47" 6.88543842008415 3.17159802704862 5.10220004124572 2.21733961798543 "tropicalis"
"tropicalis.48" 6.3814670202573 2.87749832190388 5.4015804106669 2.45727518821144 "tropicalis"
"tropicalis.49" 6.97212021894349 2.74401822197829 4.89223133725989 2.44307512700346 "tropicalis"
"tropicalis.50" 5.50669883679863 2.99952784342678 4.91498819276848 2.2896360455529 "tropicalis"
